date,species,species_plotting,spps,finclip_id,probe,temp,sal,mass_g,p_atm_smr,p_atm_pcrit,resp_id,resp_vol_mL,alpha,probe_pre_0,probe_pre_100,probe_post_0,probe_post_100,expt_period,time_min,do,po2_torr,umol_o2_per_sec,lc_sel_start,lc_sel_stop,lc_sel_duration_s,notes
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1284.723,77.8917,125.0902,-0.0063,16:00.0,21:00.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1289.996,75.1223,120.6427,-0.0054,21:15.0,26:15.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1295.2746,72.5462,116.5055,-0.0049,26:30.0,31:30.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1300.5484,70.4548,113.1468,-0.004,31:45.0,36:45.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1305.8238,68.3273,109.7303,-0.0039,37:00.0,42:00.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1311.0984,66.4765,106.758,-0.0036,42:15.0,47:15.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1316.3738,64.7171,103.9324,-0.0038,47:30.0,52:30.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1321.6508,62.8427,100.9223,-0.0045,52:45.0,57:45.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1326.9261,60.4754,97.1204,-0.0056,58:00.0,03:00.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1332.2055,57.1502,91.7804,-0.007,03:15.0,08:15.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1337.4793,53.6153,86.1034,-0.0069,08:30.0,13:30.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1342.7564,50.5296,81.1481,-0.006,13:45.0,18:45.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1348.0294,47.6233,76.4806,-0.0059,19:00.0,24:00.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1353.3056,44.5341,71.5195,-0.0067,24:15.0,29:15.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1358.5803,41.6646,66.9113,-0.0045,29:30.0,34:30.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1363.8587,39.5972,63.5912,-0.0045,34:45.0,39:45.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1369.1325,37.4885,60.2046,-0.0043,40:00.0,45:00.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1374.4071,35.1748,56.489,-0.0043,45:15.0,50:15.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1379.6816,33.044,53.0669,-0.005,50:30.0,55:30.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1384.9587,30.3277,48.7047,-0.0061,55:45.0,00:45.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1390.2349,27.234,43.7364,-0.0059,01:00.0,06:00.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1395.5104,24.4629,39.2862,-0.0058,06:15.0,11:15.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1400.7857,21.8549,35.0979,-0.0047,11:30.0,16:30.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1406.0604,19.7027,31.6415,-0.0044,16:45.0,21:45.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1411.3374,17.8,28.586,-0.0035,22:00.0,27:00.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1416.6119,16.2058,26.0257,-0.0027,27:15.0,32:15.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1421.8905,14.7364,23.6659,-0.0032,32:30.0,37:30.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1427.165,13.3122,21.3787,-0.0027,37:45.0,42:45.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1432.4412,12.044,19.342,-0.0025,43:00.0,48:00.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1437.7167,10.8921,17.4922,-0.0022,48:15.0,53:15.0,315,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,top_tank7_closed-orange-floats,NFB0008,12,35,5,101.9,102.2,A,238.39,1.7206,0,100,0.3,99.3,pcrit,1442.6139,9.8619,15.8378,-0.0021,53:30.0,57:45.0,270,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,17.9551,79.9159,127.9642,-0.0224,11:30.0,24:15.0,780,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,44.4609,83.2832,133.356,-0.0172,38:15.0,50:15.0,735,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,69.8347,85.6656,137.1708,-0.0155,03:30.0,15:30.0,735,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,96.842,81.3585,130.274,-0.0179,30:00.0,42:45.0,780,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,122.717,87.3338,139.842,-0.0137,56:15.0,08:00.0,720,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,147.9639,82.9229,132.779,-0.0182,20:30.0,34:00.0,825,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,175.9743,86.9549,139.2353,-0.0152,49:00.0,01:15.0,750,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,200.467,87.5616,140.2068,-0.0142,13:45.0,25:15.0,705,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,226.5928,89.376,143.112,-0.0097,39:30.0,51:30.0,735,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,252.8482,87.0284,139.3529,-0.0169,06:00.0,17:15.0,690,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,278.5975,89.3077,143.0026,-0.0105,30:45.0,43:45.0,795,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,304.8497,88.7569,142.1206,-0.0125,57:15.0,09:30.0,750,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,330.4724,92.8298,148.6424,-0.007,22:30.0,35:15.0,780,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,357.6013,91.868,147.1023,-0.007,49:45.0,02:00.0,750,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,383.2236,92.6785,148.4,-0.0079,15:45.0,27:00.0,690,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,409.7267,91.6687,146.7832,-0.0091,42:15.0,53:15.0,675,
25-Aug-17,Blepsias_cirrhosus,Blepsias cirrhosus,blci,bottom_tank7_closed-orange-floats,NFB0010,12,35,11,101.9,102.2,B,240.11,1.7206,0,100,0.05,99.8,smr,434.8481,93.2316,149.2858,-0.0068,06:15.0,19:15.0,795,
